country_code,country_name,region,forecast_year,horizon,predicted_enrollment,lower_bound,upper_bound,model_version,scenario
7E,Europe & Central Asia (excluding high income),Other,2029,5,55054628,50650258,59458998,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2025,10,51901996,47749836,56054156,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2026,10,53173896,48919984,57427808,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2027,10,54058656,49733964,58383348,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2028,10,55189364,50774215,59604513,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2029,10,55054628,50650258,59458998,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2030,10,55986988,51508029,60465947,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2031,10,57527524,52925322,62129726,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2032,10,57527524,52925322,62129726,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2033,10,57639448,53028292,62250604,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2034,10,57639448,53028292,62250604,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2025,15,51901996,47749836,56054156,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2026,15,53173896,48919984,57427808,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2027,15,54058656,49733964,58383348,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2028,15,55189364,50774215,59604513,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2029,15,55054628,50650258,59458998,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2030,15,55986988,51508029,60465947,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2031,15,57527524,52925322,62129726,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2032,15,57527524,52925322,62129726,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2033,15,57639448,53028292,62250604,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2034,15,57639448,53028292,62250604,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2035,15,57711016,53094135,62327897,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2036,15,57711016,53094135,62327897,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2037,15,57711016,53094135,62327897,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2038,15,57711016,53094135,62327897,v1.2.0,pessimistic
7E,Europe & Central Asia (excluding high income),Other,2039,15,57742092,53122725,62361459,v1.2.0,pessimistic
8S,South Asia,Other,2025,5,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2026,5,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2027,5,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2028,5,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2029,5,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2025,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2026,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2027,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2028,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2029,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2030,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2031,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2032,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2033,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2034,10,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2025,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2026,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2027,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2028,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2029,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2030,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2031,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2032,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2033,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2034,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2035,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2036,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2037,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2038,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2039,15,303195424,278939790,327451058,v1.2.0,baseline
8S,South Asia,Other,2025,5,303451456,279175340,327727572,v1.2.0,optimistic
8S,South Asia,Other,2026,5,303451456,279175340,327727572,v1.2.0,optimistic
8S,South Asia,Other,2027,5,303436928,279161974,327711882,v1.2.0,optimistic
8S,South Asia,Other,2028,5,303492192,279212817,327771567,v1.2.0,optimistic
8S,South Asia,Other,2029,5,303492192,279212817,327771567,v1.2.0,optimistic
8S,South Asia,Other,2025,10,303451456,279175340,327727572,v1.2.0,optimistic
8S,South Asia,Other,2026,10,303451456,279175340,327727572,v1.2.0,optimistic
8S,South Asia,Other,2027,10,303436928,279161974,327711882,v1.2.0,optimistic
8S,South Asia,Other,2028,10,303492192,279212817,327771567,v1.2.0,optimistic
8S,South Asia,Other,2029,10,303492192,279212817,327771567,v1.2.0,optimistic
8S,South Asia,Other,2030,10,302731712,278513175,326950249,v1.2.0,optimistic
8S,South Asia,Other,2031,10,302731712,278513175,326950249,v1.2.0,optimistic
8S,South Asia,Other,2032,10,302483808,278285103,326682513,v1.2.0,optimistic
8S,South Asia,Other,2033,10,302254240,278073901,326434579,v1.2.0,optimistic
8S,South Asia,Other,2034,10,302254240,278073901,326434579,v1.2.0,optimistic
8S,South Asia,Other,2025,15,303451456,279175340,327727572,v1.2.0,optimistic
8S,South Asia,Other,2026,15,303451456,279175340,327727572,v1.2.0,optimistic
8S,South Asia,Other,2027,15,303436928,279161974,327711882,v1.2.0,optimistic
8S,South Asia,Other,2028,15,303492192,279212817,327771567,v1.2.0,optimistic
8S,South Asia,Other,2029,15,303492192,279212817,327771567,v1.2.0,optimistic
8S,South Asia,Other,2030,15,302731712,278513175,326950249,v1.2.0,optimistic
8S,South Asia,Other,2031,15,302731712,278513175,326950249,v1.2.0,optimistic
8S,South Asia,Other,2032,15,302483808,278285103,326682513,v1.2.0,optimistic
8S,South Asia,Other,2033,15,302254240,278073901,326434579,v1.2.0,optimistic
8S,South Asia,Other,2034,15,302254240,278073901,326434579,v1.2.0,optimistic
8S,South Asia,Other,2035,15,302254240,278073901,326434579,v1.2.0,optimistic
8S,South Asia,Other,2036,15,302254240,278073901,326434579,v1.2.0,optimistic
8S,South Asia,Other,2037,15,302254240,278073901,326434579,v1.2.0,optimistic
8S,South Asia,Other,2038,15,302254240,278073901,326434579,v1.2.0,optimistic
8S,South Asia,Other,2039,15,301967232,277809853,326124611,v1.2.0,optimistic
8S,South Asia,Other,2025,5,303071296,278825592,327317000,v1.2.0,pessimistic
8S,South Asia,Other,2026,5,303071296,278825592,327317000,v1.2.0,pessimistic
8S,South Asia,Other,2027,5,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2028,5,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2029,5,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2025,10,303071296,278825592,327317000,v1.2.0,pessimistic
8S,South Asia,Other,2026,10,303071296,278825592,327317000,v1.2.0,pessimistic
8S,South Asia,Other,2027,10,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2028,10,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2029,10,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2030,10,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2031,10,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2032,10,304030848,279708380,328353316,v1.2.0,pessimistic
8S,South Asia,Other,2033,10,304030848,279708380,328353316,v1.2.0,pessimistic
8S,South Asia,Other,2034,10,303735040,279436237,328033843,v1.2.0,pessimistic
8S,South Asia,Other,2025,15,303071296,278825592,327317000,v1.2.0,pessimistic
8S,South Asia,Other,2026,15,303071296,278825592,327317000,v1.2.0,pessimistic
8S,South Asia,Other,2027,15,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2028,15,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2029,15,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2030,15,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2031,15,303048256,278804396,327292116,v1.2.0,pessimistic
8S,South Asia,Other,2032,15,304030848,279708380,328353316,v1.2.0,pessimistic
8S,South Asia,Other,2033,15,304030848,279708380,328353316,v1.2.0,pessimistic
8S,South Asia,Other,2034,15,303735040,279436237,328033843,v1.2.0,pessimistic
8S,South Asia,Other,2035,15,303735040,279436237,328033843,v1.2.0,pessimistic
8S,South Asia,Other,2036,15,303735040,279436237,328033843,v1.2.0,pessimistic
8S,South Asia,Other,2037,15,303735040,279436237,328033843,v1.2.0,pessimistic
8S,South Asia,Other,2038,15,304969152,280571620,329366684,v1.2.0,pessimistic
8S,South Asia,Other,2039,15,305591168,281143875,330038461,v1.2.0,pessimistic
AD,Andorra,Other,2025,5,107733,99115,116352,v1.2.0,baseline
AD,Andorra,Other,2026,5,114030,104908,123153,v1.2.0,baseline
AD,Andorra,Other,2027,5,124585,114618,134552,v1.2.0,baseline
AD,Andorra,Other,2028,5,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2029,5,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2025,10,107733,99115,116352,v1.2.0,baseline
AD,Andorra,Other,2026,10,114030,104908,123153,v1.2.0,baseline
AD,Andorra,Other,2027,10,124585,114618,134552,v1.2.0,baseline
AD,Andorra,Other,2028,10,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2029,10,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2030,10,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2031,10,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2032,10,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2033,10,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2034,10,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2025,15,107733,99115,116352,v1.2.0,baseline
AD,Andorra,Other,2026,15,114030,104908,123153,v1.2.0,baseline
AD,Andorra,Other,2027,15,124585,114618,134552,v1.2.0,baseline
AD,Andorra,Other,2028,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2029,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2030,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2031,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2032,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2033,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2034,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2035,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2036,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2037,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2038,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2039,15,128940,118625,139255,v1.2.0,baseline
AD,Andorra,Other,2025,5,107733,99115,116352,v1.2.0,optimistic
AD,Andorra,Other,2026,5,114030,104908,123153,v1.2.0,optimistic
AD,Andorra,Other,2027,5,124585,114618,134552,v1.2.0,optimistic
AD,Andorra,Other,2028,5,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2029,5,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2025,10,107733,99115,116352,v1.2.0,optimistic
AD,Andorra,Other,2026,10,114030,104908,123153,v1.2.0,optimistic
AD,Andorra,Other,2027,10,124585,114618,134552,v1.2.0,optimistic
AD,Andorra,Other,2028,10,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2029,10,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2030,10,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2031,10,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2032,10,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2033,10,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2034,10,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2025,15,107733,99115,116352,v1.2.0,optimistic
AD,Andorra,Other,2026,15,114030,104908,123153,v1.2.0,optimistic
AD,Andorra,Other,2027,15,124585,114618,134552,v1.2.0,optimistic
AD,Andorra,Other,2028,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2029,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2030,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2031,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2032,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2033,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2034,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2035,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2036,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2037,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2038,15,128940,118625,139255,v1.2.0,optimistic
AD,Andorra,Other,2039,15,69671,64097,75244,v1.2.0,optimistic
AD,Andorra,Other,2025,5,107733,99115,116352,v1.2.0,pessimistic
AD,Andorra,Other,2026,5,114030,104908,123153,v1.2.0,pessimistic
AD,Andorra,Other,2027,5,124585,114618,134552,v1.2.0,pessimistic
AD,Andorra,Other,2028,5,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2029,5,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2025,10,107733,99115,116352,v1.2.0,pessimistic
AD,Andorra,Other,2026,10,114030,104908,123153,v1.2.0,pessimistic
AD,Andorra,Other,2027,10,124585,114618,134552,v1.2.0,pessimistic
AD,Andorra,Other,2028,10,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2029,10,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2030,10,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2031,10,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2032,10,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2033,10,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2034,10,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2025,15,107733,99115,116352,v1.2.0,pessimistic
AD,Andorra,Other,2026,15,114030,104908,123153,v1.2.0,pessimistic
AD,Andorra,Other,2027,15,124585,114618,134552,v1.2.0,pessimistic
AD,Andorra,Other,2028,15,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2029,15,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2030,15,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2031,15,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2032,15,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2033,15,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2034,15,115737,106478,124996,v1.2.0,pessimistic
AD,Andorra,Other,2035,15,115737,106478,124996,v1.2.0,pessimistic
